,text
1548,"Someone please send it to me via Foodpanda or Deliveroo, Dm me for my postal code and floor 🤣"
1549,@arjun_singh1891 @ZomatoIN @Zomato It still does not justify making such radical changes midway when that was the v… https://t.co/Zazsb2rJ20
1550,@Zomato @ZomatoIN @ZomatoGold @deepigoyal - the Zomato GOLD update in user policy as of 10th September is really a dissatisfier ! #Unhappy
1551,"What the actual fuck.
Why? JUST WHY @ZomatoGold"
1552,RT @sonika_sonik: @iRhythmGupta @Zomato @deepigoyal Why is it misusing if that was the actual policy? Restaurants have voluntarily signed u…
1553,RT @khushboo157: What's wrong with @ZomatoIN? First attract customers with false offers and then change the terms and conditions overnight!…
1554,RT @penguica: @deepigoyal how can you guys just change the Zomato Gold policies like that? I always go out in groups of 2 and all my friend…
1555,"RT @BhardwajAnanya: So basically @ZomatoIN lured customers into buying their annual gold subscription and once it became popular, they very…"
1556,@Zomato @ZomatoGold @ZomatoIN https://t.co/4lNCL9tSbT
1557,"https://t.co/jfXXBFKASy 
            Zomato Promo Code | 50% OFF| September 2018 | VoucherCodesUAE         50% Off… https://t.co/quvT2pe067"
1558,Ctrip in talks to invest in Indian food delivery service Zomato https://t.co/ZWvOTlbm2Z
1559,"@sasmitapradhan2 @ZomatoIN @Zomato No delivery of food ,take almost double time , no customer support , no live tra… https://t.co/HYbC9oQukR"
1560,@deepigoyal Please reconsider the change in ur Zomato gold policy. It is highly unfair and discriminatory
1561,My 24 reviews have been deleted with no reasons atall and now when I updated a new review yesterday that also got d… https://t.co/aRQcxi6bGp
1562,@ZomatoIN @Zomato
1563,Rightly said! @ZomatoIN
1564,@apurva_hv @ZomatoIN Clear and staright example of cheating by @Zomato
1565,@ZomatoIN what if there are 3 friends on a table? Can two Zomato golds be opened or will it be only one? https://t.co/svLIOyY22d
1566,@arjun_singh1891 @ZomatoIN @Zomato You might get more partners on board but you will surely lose #zomatogold custom… https://t.co/qFR6rVsaOu
1567,RT @chawla7687: NARRATOR - DAMERA entered the room. https://t.co/nXYLELmejW
1568,"What else can you expect from chindi #zomatogold #Zomato ?
!
Changing the tnc when I have paid for the gold members… https://t.co/b4GOyjTddZ"
1569,@ZomatoIN @Zomato @aajtak @ndtv @PMOIndia Zomato pls stop cheating with people. You sold gold membership to individ… https://t.co/XJlpfSXR2l
1570,@iRhythmGupta @Zomato @deepigoyal Exactly...2 diners on the table using 2 zomato gold is not at all a misuse. We ha… https://t.co/QTOUQCMkpN
1571,"RT @jatinchheda: @nekzaad @ZomatoIN Absolute #PONZI scheme by @ZomatoGold.Shocking a business like @Zomato gains solid reputation,stoops to…"
1572,@rochit @Zomato Very bad zomato you sold so many membership on the basis of 2 for 2
1573,RT @rochit: Why @Zomato ? Why would you do such a horrible thing! https://t.co/CoVV6Xq0AJ
1574,"Zomato. No order received, no refund processed. Chatting with customer care for last 3 hours. @deepigoyal @ZomatoIN… https://t.co/Xcj9BVkI4v"
1575,@sameergupta00 So what you'd rather do is hurt Swiggy's and the paanwala's business so you can save on petrol? Not… https://t.co/jqq9EFQLnb
1576,"RT @penguica: I'm so pissed off with the brands these days. Most days i tweet only complaints to either Zomato, Uber, Ola or Vodafone. Why…"
1577,I really want to know what is chef working at from past two hours #horribleservice #foodpanda @foodpandaIndia https://t.co/XXAiXiQZBm
1578,"RT @BhardwajAnanya: So basically @ZomatoIN lured customers into buying their annual gold subscription and once it became popular, they very…"
1579,"And speaking of such changing conditions, Zomato isn't the only out there that does such things. This pattern is th… https://t.co/6np0SugfPF"
1580,I liked a @YouTube video https://t.co/iR8LnGrNSR சக்கர வாழ்வு | Online Food Orders | Zomato | Swiggy | 28.04.18
1581,"@abhishekgoel137 @deepigoyal @ZomatoIN @Zomato @ZomatoUK @ZomatoSA @ZomatoQA Hey Abhishek, sorry to disappoint you… https://t.co/CJCV4zBjj8"
1582,@Putani_Papa Swiggy ge jai
1583,RT @riotsjain: @deepigoyal Please reconsider the change in ur Zomato gold policy. It is highly unfair and discriminatory
1584,RT @riotsjain: @ZomatoGold and @ZomatoIN you might want to take a look at this. https://t.co/YUmcxu6P0v
1585,"RT @BhardwajAnanya: So basically @ZomatoIN lured customers into buying their annual gold subscription and once it became popular, they very…"
1586,RT @Alexithymic8: Please find snapshot of old #zomatogold membership terms and conditions . It’s contractually wrong for you to change them…
1587,Pathetic customer support #foodpanda
1588,RT @vilegenius: Every couple having a gold membership should ask for a refund. What's the point of having it if your partner has one? @Zoma…
1589,@rochit @Zomato Cheating and fraud by @ZomatoIN.. How can you change terms of existing members. U set any rule for new. Members
1590,@pacificleo @Zomato Paying for the gold membership and then using it is not called MISUSING
1591,RT @gauravsrmist: @ZomatoIN @Zomato @aajtak @ndtv @PMOIndia Zomato pls stop cheating with people. You sold gold membership to individuals.…
1592,"@zomatocare @deepigoyal @ZomatoIN @Zomato @ZomatoUK @ZomatoSA @ZomatoQA 1510177902 is the order number. 

Chatting… https://t.co/PcRmJEdJuJ"
1593,RT @riotsjain: @deepigoyal Please reconsider the change in ur Zomato gold policy. It is highly unfair and discriminatory
1594,@_iamqueenr Hi Queen! You may check our menu here: https://t.co/33zuIXa8Ml :)
1595,"RT @BhardwajAnanya: So basically @ZomatoIN lured customers into buying their annual gold subscription and once it became popular, they very…"
1596,Update: nag foodpanda na pud mi huhuhuhu
1597,@ZomatoIN nicely screwing people who bought Zomato Gold. Shouldn’t have got it in the first place! #zomatogold https://t.co/W5aUJ63UvD
1598,"RT @BhardwajAnanya: So basically @ZomatoIN lured customers into buying their annual gold subscription and once it became popular, they very…"
1599,RT @swiggy_in: Get 50% off on your first Swiggy order! Use code BINGE50. No Minimum order value. Max. discount: ₹100/order. TCA.  https://t…
1600,"#Hoi Gurgaon waalon! Aaj Chhole Chawal wala dinner, ho jaaye!

Order now on Zomato: https://t.co/IPt33FI2i2… https://t.co/v3Gfg8WvHj"
1601,"RT @BhardwajAnanya: So basically @ZomatoIN lured customers into buying their annual gold subscription and once it became popular, they very…"
1602,"@Zomato this fucking sucks. Starving since morning, Ordered this 1 hour back. And still it's the same! 😣… https://t.co/xQVlVGIY9a"
1603,"RT @jatinchheda: Absolute #PONZI scheme by @ZomatoGold.Shocked! a business like @Zomato gains solid reputation,stoops to such crass &amp; shall…"
1604,Downloaded zomato and tried to order. It’s been 24 hours they’re still trying to get back and the app shows the ord… https://t.co/rli8dL6VxC
1605,Chinese internet giant Tencent to invest big on Swiggy
1606,"@awesome_ambar Dear Ambar, apologies for the inconvenience! We would request you to change your Paytm Password. Pos… https://t.co/kK2XnU2FFX"
1607,"RT @HoiFoods: #Hoi Gurgaon waalon! Aaj Chhole Chawal wala dinner, ho jaaye!

Order now on Zomato: https://t.co/IPt33FI2i2

#Gurgaon #Monday…"
1608,Zomato android app is now available at hazel777 store. https://t.co/Krp6o52Adc
1609,@shenoi1986 @aartijethwani @b50 @Zomato It was unfair for restaurants. We have used 5 Zomato golds with just 6 people
1610,"RT @apurva_hv: In case you are wondering, yes you can take @ZomatoIN to court. Consumer courts have repeatedly said service providers canno…"
1611,@paltishot @vingtquatre1 The lady's saying there's already a saffron wave across Tamil Nadu. The meme says - very s… https://t.co/zt4uUYWsrW
1612,"@zomatocare @Zomato What is this???

You cancelled my order with my concent. 

This  was never expected from you. https://t.co/B1b9mqolAa"
1613,jangan download app FOODPANDA @ DAHMAKAN sebab nafsu makan takleh kawal wahai qamariyna 🍃 bawa bertenang 😣😣😣😣😣😣
1614,"@AshaRajis @sasvathapriya Imagine in the future, ‘aprom inniki enna foodpanda panningge?’ 😛"
1615,"RT @apurva_hv: In case you are wondering, yes you can take @ZomatoIN to court. Consumer courts have repeatedly said service providers canno…"
1616,"RT @BhardwajAnanya: So basically @ZomatoIN lured customers into buying their annual gold subscription and once it became popular, they very…"
1617,RT @Rangaprasad_KPR: Swiggy Delivery Boys flouting Traffic rules daily in Chennai City. Will @swiggy_in @SwiggyCares @harshamjty and @Polic…
1618,RT @jatinchheda: @arjun_singh1891 cant you see @Zomato losing face&amp;solid reputation built with @ZomatoGold &amp;now turning into nothing but a…
1619,@b50 @Zomato What changed? Wasn’t this the rule all along?
1620,"RT @iamag001: @tterIndia @rsrajat365 @kgahlot Mobile app should be introduced.
Like zomato, swiggy, foodpanda etc, order is booked online a…"
1621,Trash Tomato don't show it true colour s..
1622,"@whydisway @Zomato @faasos Hey Vishal, kindly share the 10-digit Zomato order ID so that we can get this checked ASAP!
-AM"
1623,RT @iamdariusxavier: @deepigoyal @pankajchaddah well that's really wrong and bad to cheat consumers . At least give the services we consume…
1624,@zomatocare @Zomato @faasos 1142430785
1625,"RT @Sergixta: Hey @ZomatoIN , what's up with this?

Does that fact that I have no friends and I eat alone mean that I can't use your gold b…"
1626,@SwiggyCares @FreshMenuIndia this is how FreshMenu and Swiggy delivery sucks in Bengaluru.I am starving and they ar… https://t.co/TekyvsHq9O
1627,"RT @apurva_hv: In case you are wondering, yes you can take @ZomatoIN to court. Consumer courts have repeatedly said service providers canno…"
1628,RT @girishmallya: @ZomatoIN what if there are 3 friends on a table? Can two Zomato golds be opened or will it be only one? https://t.co/svL…
1629,@ZomatoIN @aajtak @ndtv @Zomato @PMOIndia this is unethical business practice. Completely fraudulent. I want justic… https://t.co/g3XGlBbLgT
1630,"RT @BhardwajAnanya: So basically @ZomatoIN lured customers into buying their annual gold subscription and once it became popular, they very…"
1631,Zomato announced a drastic change in their Gold Benefits Usage policy. Would you consider this as an unfair change… https://t.co/FZHzUFLLB9
1632,RT @gauravsrmist: @ZomatoIN @aajtak @ndtv @Zomato @PMOIndia this is unethical business practice. Completely fraudulent. I want justice bein…
1633,"China’s Ctrip Could Make First Bet In Food Biz, Invest $100 Mn In Zomato
Know more: https://t.co/ZKIRGaUka9… https://t.co/SgYfa06J8m"
1634,@zomatocare @deepigoyal @ZomatoIN @Zomato @ZomatoUK @ZomatoSA @ZomatoQA Fake customer care. Not responding to chat… https://t.co/ht3tosEBwj
1635,China's Travel Company Ctrip May Invest $100 Mn In Zomato - Inc42 Media - https://t.co/JNNTQJQY2G #China #travel
1636,RT @Iam_deepakraj: @SwiggyCares @FreshMenuIndia this is how FreshMenu and Swiggy delivery sucks in Bengaluru.I am starving and they are cal…
1637,"Fake customer care on twitter. Just asking for details and no action further. Stop fooling customers. 

@deepigoyal… https://t.co/OGEdwuoF7y"
1638,"Stop ordering from @Zomato Taking money from customers. Order not received after 4 hours, customer care unreponsive… https://t.co/e6v1HGxFhM"
1639,"Which Side you are on?

#kapitalkitchen #swaddillika #tastyfood #zomato #authenticfood #delhi #mumbai #foodgasm… https://t.co/q1hWEIjoKP"
1640,I have ordered to my near by restaurant but it delivered very late and the food was cold as i have seen that the or… https://t.co/6AhDVBxAhz
1641,RT @kunwarbir: @Zomato @ZomatoIN @ZomatoGold what is this cheap behavior? Pivoting your offer plan midway thru the offer period coz you rea…
1642,Is there an official statement from Zomato on twitter or a thread for more details on refund for gold? @ZomatoGold #zomatogold @ZomatoIN
1643,RT @kelvincfc26: Zomato announced a drastic change in their Gold Benefits Usage policy. Would you consider this as an unfair change in T&amp;Cs…
1644,"RT @BhardwajAnanya: So basically @ZomatoIN lured customers into buying their annual gold subscription and once it became popular, they very…"
1645,"Are you discouraging to use Zomato gold? What an irony! 

Rather than encouraging the usage &amp; providing more benefi… https://t.co/fOnThdD8qf"
1646,Changing T&amp;C for an ongoing subscription? Such a petty move @Zomato @ZomatoIN . No points on guessing who won't be… https://t.co/GT5pXVj4kn
1647,"RT @HoiFoods: #Hoi Gurgaon waalon! Aaj Chhole Chawal wala dinner, ho jaaye!

Order now on Zomato: https://t.co/IPt33FI2i2

#Gurgaon #Monday…"
1648,"Sunday Brunch!!!!
Authentic Taste Of Old Dilli
#dilli6onwheels
Order Online: 
https://t.co/jMzYxmcvWT
Delivery Part… https://t.co/7AmKRTnD8J"
1649,"@ZomatoIN only using social media for marketing, while it could be used for customer service. Have not seen any rep… https://t.co/DKx95OuXps"
1650,"Paneer Chawal Combo
Authentic Taste Of Old!!!!! #dilli6onwheels
Order Online: 
https://t.co/jMzYxmcvWT
Delivery Par… https://t.co/QtmAzrHy9A"
1651,"RT @BhardwajAnanya: So basically @ZomatoIN lured customers into buying their annual gold subscription and once it became popular, they very…"
